Tue Jan 23 16:39:29 +0000 2018	955842434503716865	14h39 -  R. Duque de Caxias com tráfego totalmente liberado no cruzamento com a Gen. João Manoel. https://t.co/EiNODVsSwV
Tue Jan 23 16:31:13 +0000 2018	955840352438677506	14h31 - Direto das câmeras da EPTC: trânsito com pontos de lentidão na Padre Cacique, sentido bairro/centro, próxim… https://t.co/c2trkv5TOb
Tue Jan 23 16:11:33 +0000 2018	955835405592653824	14h11 - Trânsito acentuado na Av. Osvaldo Aranha (2 sentidos), próximo ao cruzamento com a Venâncio Aires. Não há r… https://t.co/puCbhhcqs7
Tue Jan 23 15:51:17 +0000 2018	955830302856839168	@Cgmferr @TransitoPOARS @cgmferr Boa tarde! Os bloqueios ocorrem por conta do julgamento que ocorrerá amanhã. Os bl… https://t.co/03wMkUMaFD
Tue Jan 23 15:47:49 +0000 2018	955829429414039557	13h48 - Devido ao acúmulo de pessoas na via, a Rua Duque de Caxias está com Bloqueio total na Altura do cruzamento… https://t.co/xTfsXyiaY4
Tue Jan 23 15:47:00 +0000 2018	955829226598518784	A liberação e o retorno ao itinerário normal destas linhas só se dará após a liberação completa da via por parte da… https://t.co/zJfvqELjRf
Tue Jan 23 15:46:09 +0000 2018	955829012424724480	Lotação Rio Branco : Duque de Caxias, Bento Martins, Demétrio Ribeiro, Borges de Medeiros em direção à Salgado Filh… https://t.co/cc0CqQOd5A
Tue Jan 23 15:45:38 +0000 2018	955828880169938944	Linha C1 – Circular Centro: Duque de Caxias, Bento Martins, Demétrio Ribeiro, Borges de Medeiros em direção à Salga… https://t.co/gUSIFz11gJ
Tue Jan 23 15:44:45 +0000 2018	955828661067886592	Devido a este bloqueio, as linhas C1, C3 e a Lotação Rio Branco estão com seus itinerários desviados. ; Linha C3 – Ci… https://t.co/HaZmdx46vv
Tue Jan 23 15:42:23 +0000 2018	955828064516263936	Já no sentido bairro/centro, o bloqueio é em toda a extensão da Edvaldo Pereira Paiva, a partir do Viaduto Abdias d… https://t.co/WXTafzLNuP
Tue Jan 23 15:41:50 +0000 2018	955827926657847296	13h41 - A Av. Edvaldo Pereira Paiva, sentido centro/bairro, entre a Pres. João Goulart e Ipiranga está bloqueada. O… https://t.co/pKC4kBVV9v
Tue Jan 23 15:26:06 +0000 2018	955823965208969222	13h26 - Trânsito fluindo bem nos dois sentidos do Túnel da Conceição.
Tue Jan 23 14:55:37 +0000 2018	955816292530999296	@ITAandRAFA @ITAandRAFA Até o momento a linha C2, Circular Praça XV, o itinerário segue normal. Qualquer alteração,… https://t.co/GHlOskCUMe
Tue Jan 23 14:50:01 +0000 2018	955814883270053889	12h50 - A partir da 0h do dia 24 haverá bloqueio na Av. Mauá com Bento Martins. Desvio pela Bento Martins, Demétrio… https://t.co/zSbJP9FV1f
Tue Jan 23 14:45:11 +0000 2018	955813670784823299	RT @Prefeitura_POA: Dia 23, 12h - início de bloqueio na av. Edvaldo Pereira Paiva, centro / bairro, entre a Pres. João Goulart e Ipiranga.…
Tue Jan 23 14:44:56 +0000 2018	955813604573540354	RT @Prefeitura_POA: Também será bloqueada a av. Augusto de Carvalho, entre a Loureiro da Silva e Aureliano de Figueiredo Pinto. Haverá cont…
Tue Jan 23 14:44:38 +0000 2018	955813531806519301	RT @Prefeitura_POA: Já no sentido bairro / centro, o bloqueio será em toda a extensão da Edvaldo Pereira Paiva, a partir do Viaduto Abdias…
Tue Jan 23 14:41:44 +0000 2018	955812800433086464	RT @Prefeitura_POA: Mudanças no trânsito e em serviços municipais para o dia do julgamento do ex-presidente Lula. ;  ; https://t.co/QEVdZgpG4E…
Tue Jan 23 14:40:10 +0000 2018	955812405174562817	12h40 - Desvios das linhas T1, T1D e C1 já estão em operação. Os bloqueios informados a partir das 12h dessa terça-feira, 23, também.
Tue Jan 23 14:37:13 +0000 2018	955811666071080960	12h35 - Direto das câmeras da EPTC: Trânsito fluindo normalmente na Av. da Legalidade e da Democracia nos dois sent… https://t.co/DCpR17oaPa
Tue Jan 23 14:14:02 +0000 2018	955805830930198528	12h15 - Trânsito fluindo normalmente no túnel da Conceição, nos dois sentidos da via.
Tue Jan 23 13:36:05 +0000 2018	955796278956445696	11h35 - Semáforo funcionando normalmente no cruzamento das R. 24 de Outubro x R. Dr. Timóteo.
Tue Jan 23 13:31:35 +0000 2018	955795146750287873	11h30 - Direto das câmeras da EPTC: Trânsito fluindo normalmente no cruzamento das Av. Nilo Peçanha x R. Carazinho,… https://t.co/9IqenQg4Os
Tue Jan 23 13:01:39 +0000 2018	955787612027015174	RT @Trensurb: #TrensurbInforma Trens e aeromóvel seguem funcionando normalmente.
Tue Jan 23 12:59:02 +0000 2018	955786957350719488	11h - Semáforo fora de operação no cruzamento da R. 24 de Outubro x R. Dr Timóteo. EPTC no local orientando trânsito na região.
Tue Jan 23 12:54:46 +0000 2018	955785883780870144	10h55 - Trânsito fluindo normalmente na Av. Protásio Alves. próx a R. Ary Tarragô.
Tue Jan 23 12:25:11 +0000 2018	955778435791585280	10h25 - Direto das câmeras da EPTC - Atropelamento por moto na Av. Protásio Alves, próx. R. Ary Tarragô, sentido ba… https://t.co/pvMneqtNp2
Tue Jan 23 11:59:21 +0000 2018	955771937518686209	10h - Acidente entre dois carros no cruzamento da R. Adão Baino próx. a R. Marco Polo, bairro Cristo Redentor. EPTC… https://t.co/51cV9BJPSz
Tue Jan 23 11:52:47 +0000 2018	955770283310403584	RT @triunfoconcepa: Trânsito bloqueado sobre a ponte do Guaíba, km 97 da BR-290, devido ao içamento do vão móvel.
Tue Jan 23 11:42:48 +0000 2018	955767768950951936	@dadijardim Olá @dadijardim! Av. Mauá estará bloqueada a partir da R. Gen Bento Martins. Até esse ponto o trânsito… https://t.co/uSbp3iugeF
Tue Jan 23 11:35:01 +0000 2018	955765814048772097	@patric670 @patric670 Olá Patric! Podes fazer uma denúncia através do telefone 118 com todas as informações necessá… https://t.co/pQbIqvPMW3
Tue Jan 23 11:29:56 +0000 2018	955764533225754624	09h27 - Acidente entre ônibus e caminhão na R. João de Oliveira Maciel, nas proximidades da Arena do Grêmio. EPTC n… https://t.co/odc5J1GYoA
Tue Jan 23 11:18:07 +0000 2018	955761557031522304	09h20 - Trânsito carregado no túnel da Conceição, sentido centro/bairro. Até o momento, não há registro de ocorrências.
Tue Jan 23 11:09:02 +0000 2018	955759274390679553	9h10 - Há acúmulos d'água na rótula da Av. Plínio Kroeff x Av. Francisco Silveira Bitencourt, bairro Sarandi, nos d… https://t.co/Y2Kn8hHiqe
Tue Jan 23 10:39:53 +0000 2018	955751937114337280	08h40 - Continua bastante intensa, para quem chega a Capital, a Av. da Legalidade e da Democracia, mas até o moment… https://t.co/h81XJYjCn7
Tue Jan 23 10:22:24 +0000 2018	955747536861573121	RT @PRF191RS: Trânsito intenso na chega a capital via BR 290. https://t.co/CCCgQk1Ems
Tue Jan 23 10:22:18 +0000 2018	955747510684971009	RT @PRF191RS: PRF Informa: chuva forte na capital, mas sem bloqueios ou acidentes graves nas BRs do RS.
Tue Jan 23 10:11:08 +0000 2018	955744703294640129	RT @Prefeitura_POA: Veja quais serão as mudanças no trânsito e nos serviços municipais, para hoje e amanhã, em decorrência do julgamento do…
Tue Jan 23 10:10:57 +0000 2018	955744656356147200	08h10 - Cruzamento das Av. Dr. Campos Velho x Icaraí trânsito fluindo tranquilamente.
Tue Jan 23 09:43:23 +0000 2018	955737716477526017	07h43 - Trânsito com fluxo bastante intenso na Av. da Legalidade e da Democracia para quem chega a Capital nessa te… https://t.co/UoSw9CHrou
Tue Jan 23 09:11:21 +0000 2018	955729657432813568	RT @Trensurb: #TrensurbInforma Bom dia! Trens e aeromóvel estão operando normalmente nesta manhã de terça-feira. ;  ; Lembre-se: em dias de chu…
Tue Jan 23 09:00:07 +0000 2018	955726829343727616	7h - Bom dia! Chove em Porto Alegre nessa terça-feira, 23. Motorista, atenção redobrada no trânsito! https://t.co/MY1efIrCBF
Mon Jan 22 22:31:24 +0000 2018	955568606791823368	20h30 - Caminhada chegando ao Anfiteatro. https://t.co/O5Ptt6OUF0
Mon Jan 22 21:37:11 +0000 2018	955554963509448704	19h36 - Caminhada bloqueia a Borges de Medeiros, sentido centro-bairro. Agentes orientam o trânsito no local e faze… https://t.co/UCpYbYVy0E
