Thu Nov 09 16:07:42 +0000 2017	928655346624876545	14h08 - Acidente entre carro x moto na R. Ramiro Barcelos, próx. a Tv. Borges Fortes. EPTC no local, SAMU em deslocamento.
Thu Nov 09 16:03:45 +0000 2017	928654350221824000	14h04 - Trânsito acentuado no sentido centro/bairro da Av. Independência x Ramiro Barcelos.
Thu Nov 09 15:40:21 +0000 2017	928648461829967874	13h40 - Movimentação tranquila na saída da Capital pela Av. da Legalidade e da Democracia.
Thu Nov 09 15:14:58 +0000 2017	928642075469459456	13h14 - Trânsito fluindo bem nos dois sentidos do Túnel da Conceição.
Thu Nov 09 14:40:55 +0000 2017	928633503293558784	12h40 - Via liberada. Fluxo é intenso no cruzamento da Av. Sertório com a Av. Assis Chateaubriand, sentido centro-bairro.
Thu Nov 09 14:36:46 +0000 2017	928632462930046976	12h36 - Segue bloqueio da faixa direita da Av. Cavalhada x R. Padre João Batista Reus, sentido bairro-centro. O trânsito flui bem no local.
Thu Nov 09 14:12:10 +0000 2017	928626270405124096	12h12 - Atropelamento p/ moto na Av. Sertório próx. a Av. Assis Chateaubriand, sentido bairro-centro. Faixa esquerd… https://t.co/IgRJoUvrbi
Thu Nov 09 13:40:54 +0000 2017	928618400305295362	11h40 - Trânsito fluindo bem nos dois sentidos da Av. Ipiranga em frente ao Campus da PUC.
Thu Nov 09 13:20:52 +0000 2017	928613359884406784	11h20 - Samu presta os primeiros socorros às vítimas. EPTC segue no local.
Thu Nov 09 13:10:43 +0000 2017	928610805431590912	@marcelodasois Todas as informações sobre transporte público para o show será divulgada hoje, no site e nas redes d… https://t.co/Qr3ietX6kq
Thu Nov 09 13:01:29 +0000 2017	928608480851910657	RT @Trensurb: #TrensurbInforma Trens e aeromóvel seguem funcionando normalmente. ;  ; - 9 de Novembro: Dia do Técnico em Eletrotécnica. https:/…
Thu Nov 09 12:56:41 +0000 2017	928607273982857216	@marcelodasois Qual a sua dúvida?
Thu Nov 09 12:56:16 +0000 2017	928607169683116032	10h56 - Acidente entre um carro e um ônibus na Av. Cavalhada próximo a R. Padre João Batista Reus, sentido bairro-c… https://t.co/QwlFM9fz5U
Thu Nov 09 12:32:59 +0000 2017	928601311158956034	10h32 - Via liberada. Vítima foi socorrida e encaminhada ao hospital pelo SAMU. EPTC e Brigada seguem no local.
Thu Nov 09 12:17:15 +0000 2017	928597349852729345	10h17 - Acidente entre um carro e uma moto na Av. Assis Brasil próximo a R. Dona Sebastiana, sentido bairro-centro. SAMU e Brigada no local.
Thu Nov 09 12:04:37 +0000 2017	928594172793286656	10h04 - Fluxo intenso no sentido bairro-centro da R. Siqueira Campos, no trecho entre as ruas Gen. João Manoel e a Uruguai.
Thu Nov 09 11:41:26 +0000 2017	928588336918384640	09h41 - Trânsito fluindo bem entre a Av. Bento Gonçalves e a Estr. João de Oliveira Remião, sentido centro-bairro.
Thu Nov 09 11:31:12 +0000 2017	928585760843890688	@MauPoa Bom dia, Maurício! Registre uma denúncia no fone 118.
Thu Nov 09 11:17:25 +0000 2017	928582291085058048	09h17 - Lentidão no sentido centro-bairro do Túnel da Conceição.
Thu Nov 09 10:58:23 +0000 2017	928577501298864128	08h58 - Direto das câmeras da EPTC: trânsito lento no acesso a Porto Alegre p/ BR-116 nas proximidades do Aeroporto… https://t.co/208qsif351
Thu Nov 09 10:47:48 +0000 2017	928574839278964736	@Lethyfsalazar @agoranotransito Bom dia, Letícia! Obrigada pelo relato! A situação foi repassada à equipe de fiscalização.
Thu Nov 09 10:28:56 +0000 2017	928570090798436354	08h28 - Via liberada. Trânsito segue lento na Av. da Legalidade e da Democracia nas proximidades da Ponte do Guaíba… https://t.co/MwALmIm4s1
