Tue Jan 16 14:39:51 +0000 2018	953275613753806849	12h40 - Trânsito lento no cruzamento da R. 24 de Outubro x R. Dr. Timóteo, sentido bairro/centro.
Tue Jan 16 14:32:33 +0000 2018	953273774140424192	12h30 - Trânsito lento no cruzamento da R. Anita Garibaldi x Av. Carlos Gomes sentido centro/bairro. Não há registr… https://t.co/EDuvln6lZI
Tue Jan 16 13:56:40 +0000 2018	953264742377906182	RT @Trensurb: #TrensurbInforma Trens e aeromóvel estão operando normalmente.
Tue Jan 16 13:54:46 +0000 2018	953264265410043904	11h54 - Movimento tranquilo no cruzamento da Av. da Azenha x Princesa Isabel, nos dois sentidos. Não há registro de… https://t.co/ouKhQy69q5
Tue Jan 16 13:14:44 +0000 2018	953254192671608832	11h15 - Direto das câmeras da EPTC: Atropelamento por moto na R. Seis de Novembro próx. a Fapa. EPTC e Samu no loca… https://t.co/F6NbvfmOVT
Tue Jan 16 12:46:52 +0000 2018	953247180332175360	RT @Prefeitura_POA: Saiba mais sobre o esquema de trânsito e transporte para Inter x Veranópolis nesta quinta-feira, 18 ; https://t.co/cWGfDv…
Tue Jan 16 12:45:43 +0000 2018	953246888152719360	10h44 - Trânsito bastante tranquilo no cruzamento da Av. Cristóvão Colombo e R. Ramiro Barcelos, nos dois sentidos.… https://t.co/cc3tJjJMoJ
Tue Jan 16 12:34:19 +0000 2018	953244020578365442	@FABIOABASSO Olá! Situações como essa devem ser informadas através do 118. As rondas das equipes de fiscalização ta… https://t.co/dJhJubuKt0
Tue Jan 16 12:09:30 +0000 2018	953237774659973120	RT @triunfoconcepa: Içamento do vão móvel com previsão para 10h45min foi alterado para 10h25min.
Tue Jan 16 12:06:17 +0000 2018	953236964253360128	10h05 - Trânsito já é mais tranquilo na Av. da Legalidade e Democracia quem chega a Capital.
Tue Jan 16 11:40:01 +0000 2018	953230356542640128	09h40 - Movimento acentuado, mas sem lentidão, na Av. Assis Brasil próx. a Av. do Forte, sentido bairro-centro. Não… https://t.co/jHc6PXyYcm
Tue Jan 16 11:12:33 +0000 2018	953223443494907904	09h15 - Direto das câmeras da EPTC: Trânsito bastante carregado na Av. Assis Brasil próx. ao terminal Triângulo, zo… https://t.co/Mq5zXABQVQ
Tue Jan 16 10:55:40 +0000 2018	953219195705217024	08h55 - Segue bastante movimentada, quem chega a Capital, a Av. da Legalidade e da Democracia. Até o momento, não ocorre lentidão.
Tue Jan 16 10:44:50 +0000 2018	953216468933636096	RT @Trensurb: #TrensurbInforma Aeromóvel encontra-se inoperante devido a problema no fechamento das portas. Sem previsão de retorno.
Tue Jan 16 10:29:12 +0000 2018	953212535548805121	RT @triunfoconcepa: Temos duas previsões de içamento do vão móvel na ponte do Guaíba. A primeira 10h45min e a segunda 14h50min. Fique atent…
Tue Jan 16 10:22:46 +0000 2018	953210915918438400	08h23 - Ônibus em pane mecânica na Av. Protásio Alves entre as estações Vila Jardim e Três Figueiras. EPTC no local… https://t.co/8v7qi83mHN
Tue Jan 16 09:58:28 +0000 2018	953204800803495937	8h - Trânsito flui bem no túnel da Conceição, nos dois sentidos.
Tue Jan 16 09:24:43 +0000 2018	953196306507460609	07h25 - Cruzamento da Av. Assis Brasil x Av. Sertório trânsito bastante movimentado, mas sem lentidão no momento, nos dois sentidos.
